直播中国,#genre#
百视通体育,http://117.136.154.93/PLTV/88888888/224/3221225766/index.m3u8
百视通体育,http://39.135.253.11/PLTV/88888888/224/3221230063/index.m3u8
百视通体育,http://39.135.253.12/PLTV/88888888/224/3221230063/index.m3u8
百视通体育,http://39.135.253.15/PLTV/88888888/224/3221230069/index.m3u8
百视通体育,http://39.135.253.16/PLTV/88888888/224/3221230069/index.m3u8
百视通体育,http://39.135.253.17/PLTV/88888888/224/3221230106/index.m3u8
百视通体育,http://39.135.253.18/PLTV/88888888/224/3221230106/index.m3u8
百视通体育,http://39.135.253.21/PLTV/88888888/224/3221230052/index.m3u8
百视通体育,http://39.135.253.22/PLTV/88888888/224/3221230052/index.m3u8
百视通体育,http://39.135.253.33/PLTV/88888888/224/3221230106/index.m3u8
百视通体育,http://39.135.253.34/PLTV/88888888/224/3221230106/index.m3u8
百视通体育,http://39.135.253.35/PLTV/88888888/224/3221230031/index.m3u8
百视通体育,http://39.135.253.36/PLTV/88888888/224/3221230031/index.m3u8
百视通体育,http://39.135.253.37/PLTV/88888888/224/3221230054/index.m3u8
百视通体育,http://39.135.253.38/PLTV/88888888/224/3221230054/index.m3u8
百视通体育,http://39.135.253.41/PLTV/88888888/224/3221230031/index.m3u8
百视通体育,http://39.135.253.42/PLTV/88888888/224/3221230031/index.m3u8
百视通体育,http://39.135.253.45/PLTV/88888888/224/3221229968/index.m3u8
百视通体育,http://39.135.253.46/PLTV/88888888/224/3221229968/index.m3u8
百视通体育,http://39.135.253.47/PLTV/88888888/224/3221230061/index.m3u8
百视通体育,http://39.135.253.47/PLTV/88888888/224/3221230069/index.m3u8
百视通体育,http://39.135.253.48/PLTV/88888888/224/3221230061/index.m3u8
百视通体育,http://39.135.253.48/PLTV/88888888/224/3221230069/index.m3u8
百视通体育,http://39.135.253.51/PLTV/88888888/224/3221230065/index.m3u8
百视通体育,http://39.135.253.52/PLTV/88888888/224/3221230065/index.m3u8
百视通体育,http://39.135.253.53/PLTV/88888888/224/3221230054/index.m3u8
百视通体育,http://39.135.253.54/PLTV/88888888/224/3221230054/index.m3u8
百视通体育,http://39.135.253.57/PLTV/88888888/224/3221230061/index.m3u8
百视通体育,http://39.135.253.57/PLTV/88888888/224/3221230063/index.m3u8
百视通体育,http://39.135.253.58/PLTV/88888888/224/3221230061/index.m3u8
百视通体育,http://39.135.253.58/PLTV/88888888/224/3221230063/index.m3u8
百视通体育,http://39.135.253.63/PLTV/88888888/224/3221229968/index.m3u8
百视通体育,http://39.135.253.64/PLTV/88888888/224/3221229968/index.m3u8
百视通体育,http://39.135.253.67/PLTV/88888888/224/3221230052/index.m3u8
百视通体育,http://39.135.253.67/PLTV/88888888/224/3221230065/index.m3u8
百视通体育,http://39.135.253.68/PLTV/88888888/224/3221230052/index.m3u8
百视通体育,http://39.135.253.68/PLTV/88888888/224/3221230065/index.m3u8
百视通转CCTV13,http://39.135.253.21/PLTV/88888888/224/3221230067/index.m3u8
百视通转CCTV13,http://39.135.253.22/PLTV/88888888/224/3221230067/index.m3u8
百视通转CCTV13,http://39.135.253.57/PLTV/88888888/224/3221230067/index.m3u8
百视通转CCTV13,http://39.135.253.58/PLTV/88888888/224/3221230067/index.m3u8
内蒙古足球,http://hdtv.lzu6.edu.cn/hls/zqhd.m3u8
体育赛事,http://117.71.37.17/live.aishang.ctlcdn.com/00000110240590_1/playlist.m3u8?CONTENTID=00000110240590_1
体育赛事,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226081/1/index.m3u8?fmt=ts2hls




纪实,#genre#
CCTV兵器科技,http://39.135.253.31/PLTV/88888888/224/3221230162/index.m3u8
CCTV兵器科技,http://39.135.253.32/PLTV/88888888/224/3221230162/index.m3u8
CCTV兵器科技,http://39.135.253.59/PLTV/88888888/224/3221230162/index.m3u8
CCTV兵器科技,http://39.135.253.60/PLTV/88888888/224/3221230162/index.m3u8
CCTV兵器科技,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225676/1/index.m3u8?fmt=ts2hls
CCTV兵器科技,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226111/1/index.m3u8?fmt=ts2hls
CCTV兵器科技,http://hdtv.lzu6.edu.cn/hls/hls184a573.m3u8
CCTV世界地理,http://39.135.253.10/PLTV/88888888/224/3221230072/index.m3u8
CCTV世界地理,http://39.135.253.51/PLTV/88888888/224/3221230072/index.m3u8
CCTV世界地理,http://39.135.253.52/PLTV/88888888/224/3221230072/index.m3u8
CCTV世界地理,http://39.135.253.69/PLTV/88888888/224/3221230072/index.m3u8
CCTV世界地理,http://39.135.253.70/PLTV/88888888/224/3221230072/index.m3u8
CCTV世界地理,http://39.135.253.9/PLTV/88888888/224/3221230072/index.m3u8
CCTV世界地理,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225733/1/index.m3u8?fmt=ts2hls
CCTV世界地理,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226071/1/index.m3u8?fmt=ts2hls
CGTN纪录,http://39.130.215.222:6410/gitv_live/G_CGTVJL-HD/G_CGTVJL-HD.m3u8
CGTN纪录,http://hdtv.lzu6.edu.cn/hls/hls67a43.m3u8
CGTN纪录,http://hdtv.lzu6.edu.cn/hls/hls67a44.m3u8
求索动物,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228980/01.m3u8?fmt=ts2hls
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
求索纪录,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228972/01.m3u8?fmt=ts2hls
求索纪录,http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8
求索纪录,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900158.m3u8
求索科学,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228975/01.m3u8?fmt=ts2hls
求索科学,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8
求索生活,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228983/01.m3u8?fmt=ts2hls
求索生活,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8
熊猫频道,http://117.71.37.17/live.aishang.ctlcdn.com/00000110240263_1/playlist.m3u8?CONTENTID=00000110240263_1
熊猫频道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226349/index.m3u8






影剧,#genre#
CCTV第一剧场,http://39.135.253.45/PLTV/88888888/224/3221230080/index.m3u8
CCTV第一剧场,http://39.135.253.46/PLTV/88888888/224/3221230080/index.m3u8
CCTV第一剧场,http://39.135.253.69/PLTV/88888888/224/3221230080/index.m3u8
CCTV第一剧场,http://39.135.253.7/PLTV/88888888/224/3221230080/index.m3u8
CCTV第一剧场,http://39.135.253.70/PLTV/88888888/224/3221230080/index.m3u8
CCTV第一剧场,http://39.135.253.8/PLTV/88888888/224/3221230080/index.m3u8
CCTV第一剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225702/1/index.m3u8?fmt=ts2hls
CCTV第一剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226124/1/index.m3u8?fmt=ts2hls
CCTV第一剧场,http://hdtv.lzu6.edu.cn/hls/hls184a512.m3u8
CCTV风云剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225700/1/index.m3u8?fmt=ts2hls
CCTV风云剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226107/1/index.m3u8?fmt=ts2hls
CCTV怀旧剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225765/1/index.m3u8?fmt=ts2hls
CCTV怀旧剧场,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226097/1/index.m3u8?fmt=ts2hls
CCTV怀旧剧场,http://hdtv.lzu6.edu.cn/hls/hls184a518.m3u8
电影,#genre#
CHC动作电影,http://117.71.37.17/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC动作电影,http://hdtv.lzu6.edu.cn/hls/hls261.m3u8
CHC高清电影,http://117.71.37.17/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC高清电影,http://hdtv.lzu6.edu.cn/hls/chchd.m3u8
CHC高清电影,http://hdtv.lzu6.edu.cn/hls/hls260.m3u8
CHC家庭影院,http://117.71.37.17/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC家庭影院,http://hdtv.lzu6.edu.cn/hls/hls259.m3u8
Y+频道,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230226/index.m3u8
Y+频道,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/01.m3u8?fmt=ts2hls
黑莓电竞,http://117.136.154.86/PLTV/88888888/224/3221225575/index.m3u8
黑莓电竞,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229678/index.m3u8
黑莓电竞,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229059/index.m3u8
黑莓电竞,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/wmyx/index.m3u8?IAS
黑莓电竞,http://39.134.66.66/PLTV/88888888/224/3221225559/index.m3u8
黑莓电竞,http://39.134.66.66/PLTV/88888888/224/3221225633/index.m3u8
黑莓电竞,http://39.134.66.66/PLTV/88888888/224/3221225640/index.m3u8
黑莓电竞,http://39.135.33.12/PLTV/77777777/224/3221226663/index.m3u8
黑莓电竞,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226676/index.m3u8
黑莓电竞,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000003775&livemode=1&stbId=2
黑莓电竞,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000006906&livemode=1&stbId=2
黑莓电竞,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=5320946857686967621&livemode=1&stbId=2
黑莓电竞,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225653/index.m3u8
黑莓电竞,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225749/index.m3u8
黑莓电竞,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225750/index.m3u8
黑莓电竞,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
黑莓电竞,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225712/index.m3u8
黑莓电竞,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225713/index.m3u8
黑莓电竞,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225931/1.m3u8
黑莓电竞,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226250/1.m3u8
黑莓电竞,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226262/1.m3u8
黑莓电影,http://117.136.154.86/PLTV/88888888/224/3221225557/index.m3u8
黑莓电影,http://117.136.154.98/PLTV/88888888/224/3221225711/index.m3u8
黑莓电影,http://183.207.248.208/ott.js.chinamobile.com/PLTV/3/224/3221227520/index.m3u8
黑莓电影,http://183.207.249.169/ott.js.chinamobile.com/PLTV/3/224/3221225539/index.m3u8
黑莓电影,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221225567/index.m3u8
黑莓电影,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229734/index.m3u8
黑莓电影,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229010/index.m3u8
黑莓电影,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/jdianying/index.m3u8?IAS
黑莓电影,http://39.134.66.66/PLTV/88888888/224/3221225523/index.m3u8
黑莓电影,http://39.134.66.66/PLTV/88888888/224/3221225681/index.m3u8
黑莓电影,http://39.135.33.12/PLTV/77777777/224/3221226619/index.m3u8
黑莓电影,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=8785669936177902664&livemode=1&stbId=2
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225718/index.m3u8
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225764/index.m3u8
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225769/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225667/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225927/1.m3u8
黑莓动画,http://117.136.154.98/PLTV/88888888/224/3221225578/index.m3u8
黑莓动画,http://183.207.248.237/ott.js.chinamobile.com/PLTV/3/224/3221227523/index.m3u8
黑莓动画,http://223.110.245.160/ott.js.chinamobile.com/PLTV/3/224/3221225555/index.m3u8
黑莓动画,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229675/index.m3u8
黑莓动画,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228998/index.m3u8
黑莓动画,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/donghuawg/index.m3u8?IAS
黑莓动画,http://39.134.66.66/PLTV/88888888/224/3221225529/index.m3u8
黑莓动画,http://39.134.66.66/PLTV/88888888/224/3221225683/index.m3u8
黑莓动画,http://39.135.33.12/PLTV/77777777/224/3221226538/index.m3u8
黑莓动画,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225878/index.m3u8
黑莓动画,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=6497762188035533951&livemode=1&stbId=2
黑莓动画,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225672/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225744/index.m3u8
黑莓动画,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225914/1.m3u8
影视1,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226708/index.m3u8
影视5,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226736/index.m3u8
影视6,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226692/index.m3u8
4  K,#genre#
↓硬解码↓,
CCTV4K,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229373/01.m3u8?fmt=ts2hls
CCTV4K,http://117.71.37.17/live.aishang.ctlcdn.com/00000110240505_1/playlist.m3u8?CONTENTID=00000110240505_1
百视通4K,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229311/01.m3u8?fmt=ts2hls
↕硬解码↕,
海看4K,http://39.134.144.6:8089/PLTV/88888888/224/3221225833/index.m3u8
海看4K,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000499/index.m3u8
海看4K,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000499/index.m3u8
咪咕4K,http://111.26.225.22/PLTV/2/224/3221225724/index.m3u8
咪咕4K,http://117.136.154.98/PLTV/88888888/224/3221225833/index.m3u8
咪咕4K,http://39.135.253.19/PLTV/88888888/224/3221230155/index.m3u8
咪咕4K,http://39.135.253.20/PLTV/88888888/224/3221230155/index.m3u8
咪咕4K,http://39.135.253.31/PLTV/88888888/224/3221230155/index.m3u8
咪咕4K,http://39.135.253.32/PLTV/88888888/224/3221230155/index.m3u8
咪咕4K,http://39.135.33.12/PLTV/88888888/224/3221226716/index.m3u8
咪咕4K,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226399/1.m3u8
北京冬奥纪实4K,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226564/1.m3u8
北京冬奥纪实4K,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226563/1.m3u8
纯享4K,http://183.207.249.205/ott.js.chinamobile.com/PLTV/3/224/3221227506/index.m3u8
纯享4K,http://39.135.33.12/PLTV/77777777/224/3221226802/index.m3u8
纯享4K,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226825/index.m3u8
纯享4K,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000004000011651&livemode=1&stbId=2
纯享4K,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8
Dox4K,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226019/1/index.m3u8?fmt=ts2hls
↕内置解码↕,
北京IPTV4K,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226550/1.m3u8
SiTV欢笑剧场4K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226582/index.m3u8
SiTV欢笑剧场4K,http://hdtv.lzu6.edu.cn/hls/hls185a97.m3u8
爱上4K,http://117.71.37.17/live.aishang.ctlcdn.com/00000110240505_1/playlist.m3u8?CONTENTID=00000110240505_1
爱上4K,http://118.123.60.10:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=050&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.11:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=022&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=022&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.13:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=100&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.14:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=100&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.15:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=104&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.16:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=104&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.200:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=008&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.201:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=008&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.202:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=012&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.203:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=012&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.5:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=037&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.5:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=107&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.6:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=037&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.6:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=107&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.7:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=041&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.7:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=105&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.8:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=041&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.8:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=105&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://118.123.60.9:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=050&Provider_id=&Pcontent_id=index.m3u8
爱上4K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226352/index.m3u8
4K花园生活,http://183.207.248.236/ott.js.chinamobile.com/PLTV/3/224/3221227746/index.m3u8
4K花园影视,http://183.207.248.169/ott.js.chinamobile.com/PLTV/3/224/3221227813/index.m3u8
4K花园娱乐,http://223.110.243.163/ott.js.chinamobile.com/PLTV/3/224/3221227749/index.m3u8
↑内置解码↑,
港澳,#genre#
有线财经资讯,http://live-hwcdn.utvlive.top/live/add598ff3f90428da3fbebb644ba135b/2bbaa83758ba412bbdd8d08626c56eb4-3.m3u8
有线财经资讯,http://live-hwcdn.utvlive.top/live/add598ff3f90428da3fbebb644ba135b/2bbaa83758ba412bbdd8d08626c56eb4.m3u8
有线新闻,http://live-hwcdn.utvlive.top/live/97609933ef744f008e19a6e0d5ef9f2b/edd34677cc9548539d36b10c1c594b94-3.m3u8
有线新闻,http://live-hwcdn.utvlive.top/live/97609933ef744f008e19a6e0d5ef9f2b/edd34677cc9548539d36b10c1c594b94.m3u8
有线新闻,http://live-hwcdn.utvlive.top/live/cfb86f06e93148cdbdc6a67662ecba7a/7b997c92ae474636904ea18657a46067.m3u8
有线新闻,http://live-hwcdn.utvlive.top/live/cfb86f06e93148cdbdc6a67662ecba7a/7b997c92ae474636904ea18657a46067-1.m3u8
有线综合娱乐,http://live-hwcdn.utvlive.top/live/d4e03afe056a4f2da070d5f789f3ac9e/a5ed7598a90246199df373924de367d4-3.m3u8
有线综合娱乐,http://live-hwcdn.utvlive.top/live/d4e03afe056a4f2da070d5f789f3ac9e/a5ed7598a90246199df373924de367d4.m3u8
台湾,#genre#

한국,#genre#

央视,#genre#
CCTV电视指南,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225673/1/index.m3u8?fmt=ts2hls
CCTV电视指南,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226120/1/index.m3u8?fmt=ts2hls
CCTV电视指南,http://hdtv.lzu6.edu.cn/hls/hls186a88.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225620/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225640/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225730/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225732/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225734/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225736/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225738/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225742/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225744/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225746/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225748/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225750/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225752/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225927/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225929/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225931/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225933/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225935/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225937/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225939/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225943/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225945/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225947/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225949/index.m3u8
CCTV1,http://111.26.225.22/PLTV/2/224/3221225951/index.m3u8
CCTV1,http://117.136.154.98/PLTV/88888888/224/3221225499/index.m3u8
CCTV1,http://117.136.154.98/PLTV/88888888/224/3221225663/index.m3u8
CCTV1,http://117.136.154.98/PLTV/88888888/224/3221225764/index.m3u8
CCTV1,http://117.71.37.17/live.aishang.ctlcdn.com/00000110240127_1/playlist.m3u8?CONTENTID=00000110240127_1
CCTV1,http://118.123.60.13:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=035&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.13:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=076&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.14:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=035&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.14:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=076&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.15:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=051&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.15:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=067&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.16:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=051&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.16:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=067&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.200:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=012&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.200:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=014&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.201:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=012&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://118.123.60.201:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=014&Provider_id=&Pcontent_id=index.m3u8
CCTV1,http://140.207.241.2:8080/live/program/live/cctv1hd/4000000/mnf.m3u8
CCTV1,http://183.207.248.107/ott.js.chinamobile.com/PLTV/3/224/3221227494/index.m3u8
CCTV1,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221227462/index.m3u8
